Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
FCZAP,First Citizens Banc Corp.,"First Citizens Banc Corp. - Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share, Series B",S,N,N,100.0
FDEF,First Defiance Financial Corp.,First Defiance Financial Corp. - Common Stock,Q,N,N,100.0
FDIV,First Trust Strategic Income ETF,First Trust Strategic Income ETF,G,N,N,100.0
FDML,Federal,Federal-Mogul Holdings Corporation - Class A Common Stock,Q,N,N,100.0
FDUS,Fidus Investment Corporation,Fidus Investment Corporation - Common Stock,Q,N,N,100.0
FEIC,FEI Company,FEI Company - Common Stock,Q,N,N,100.0
FEIM,"Frequency Electronics, Inc.","Frequency Electronics, Inc. - Common Stock",G,N,N,100.0
FELE,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc. - Common Stock",Q,N,N,100.0
FEMB,First Trust Emerging Markets Local Currency Bond ETF,First Trust Emerging Markets Local Currency Bond ETF,G,N,N,100.0
FES,Forbes Energy Services Ltd,Forbes Energy Services Ltd - Ordinary shares (Bermuda),G,N,N,100.0
FEUZ,First Trust Eurozone AlphaDEX ETF,First Trust Eurozone AlphaDEX ETF,G,N,N,100.0
FEYE,"FireEye, Inc.","FireEye, Inc. - Common Stock",Q,N,N,100.0
FFBC,First Financial Bancorp.,First Financial Bancorp. - Common Stock,Q,N,N,100.0
FFBCW,First Financial Bancorp.,First Financial Bancorp. - Warrant 12/23/2018,Q,N,N,100.0
FFHL,"Fuwei Films (Holdings) Co., Ltd.","Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES",G,N,D,100.0
FFIC,Flushing Financial Corporation,Flushing Financial Corporation - Common Stock,Q,N,N,100.0
FFIN,"First Financial Bankshares, Inc.","First Financial Bankshares, Inc. - Common Stock",Q,N,N,100.0
FFIV,"F5 Networks, Inc.","F5 Networks, Inc. - Common Stock",Q,N,N,100.0
FFKT,Farmers Capital Bank Corporation,Farmers Capital Bank Corporation - Common Stock,Q,N,N,100.0
FFNM,"First Federal of Northern Michigan Bancorp, Inc.","First Federal of Northern Michigan Bancorp, Inc. - Common Stock",S,N,N,100.0
FFNW,"First Financial Northwest, Inc.","First Financial Northwest, Inc. - Common Stock",Q,N,N,100.0
FFWM,First Foundation Inc.,First Foundation Inc. - Common Stock,G,N,N,100.0
FGEN,"FibroGen, Inc","FibroGen, Inc - Common Stock",Q,N,N,100.0
FHCO,Female Health Company (The),Female Health Company (The) - Common Stock,S,N,N,100.0
FIBK,"First Interstate BancSystem, Inc.","First Interstate BancSystem, Inc. - Class A Common Stock",Q,N,N,100.0
FINL,"The Finish Line, Inc.","The Finish Line, Inc. - Class A Common Stock",Q,N,N,100.0
FISH,"Marlin Midstream Partners, LP","Marlin Midstream Partners, LP - Common Units representing Limited Partner Interests.",G,N,N,100.0
FISI,"Financial Institutions, Inc.","Financial Institutions, Inc. - Common Stock",Q,N,N,100.0
FISV,"Fiserv, Inc.","Fiserv, Inc. - Common Stock",Q,N,N,100.0
FITB,Fifth Third Bancorp,Fifth Third Bancorp - Common Stock,Q,N,N,100.0
FITBI,Fifth Third Bancorp,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,Q,N,N,100.0
FIVE,"Five Below, Inc.","Five Below, Inc. - Common Stock",Q,N,N,100.0
FIVN,"Five9, Inc.","Five9, Inc. - Common Stock",G,N,N,100.0
FIZZ,National Beverage Corp.,National Beverage Corp. - Common Stock,Q,N,N,100.0
FLAT,Barclays PLC,Barclays PLC - iPath US Treasury Flattener ETN,G,N,N,100.0
FLDM,Fluidigm Corporation,Fluidigm Corporation - Common Stock,Q,N,N,100.0
FLEX,Flextronics International Ltd.,Flextronics International Ltd. - Ordinary Shares,Q,N,N,100.0
FLIC,The First of Long Island Corporation,The First of Long Island Corporation - Common Stock,S,N,N,100.0
FLIR,"FLIR Systems, Inc.","FLIR Systems, Inc. - Common Stock",Q,N,N,100.0
FLL,"Full House Resorts, Inc.","Full House Resorts, Inc. - Common Stock",S,N,N,100.0
FLML,Flamel Technologies S.A.,Flamel Technologies S.A. - American Depositary Shares each representing one Ordinary Share,G,N,N,100.0
FLWS,1,"1-800 FLOWERS.COM, Inc. - Class A Common Stock",Q,N,N,100.0
FLXN,"Flexion Therapeutics, Inc.","Flexion Therapeutics, Inc. - Common Stock",G,N,N,100.0
FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc. - Common Stock",Q,N,N,100.0
FMB,First Trust Managed Municipal ETF,First Trust Managed Municipal ETF,G,N,N,100.0
FMBH,First Mid,"First Mid-Illinois Bancshares, Inc. - Common Stock",G,N,N,100.0
FMBI,"First Midwest Bancorp, Inc.","First Midwest Bancorp, Inc. - Common Stock",Q,N,N,100.0
FMER,FirstMerit Corporation,FirstMerit Corporation - Common Stock,Q,N,N,100.0
FMI,"Foundation Medicine, Inc.","Foundation Medicine, Inc. - Common Stock",Q,N,N,100.0
FMNB,Farmers National Banc Corp.,Farmers National Banc Corp. - Common Stock,S,N,N,100.0
FNBC,First NBC Bank Holding Company,First NBC Bank Holding Company - Common Stock,Q,N,N,100.0
FNFG,First Niagara Financial Group Inc.,First Niagara Financial Group Inc. - Common Stock,Q,N,N,100.0
FNGN,"Financial Engines, Inc.","Financial Engines, Inc. - Common Stock",Q,N,N,100.0
FNHC,Federated National Holding Company,Federated National Holding Company - Common Stock,G,N,N,100.0
FNJN,"Finjan Holdings, Inc.","Finjan Holdings, Inc. - Common Stock",S,N,N,100.0
FNLC,"First Bancorp, Inc (ME)","First Bancorp, Inc (ME) - Common Stock",Q,N,N,100.0
FNRG,ForceField Energy Inc.,ForceField Energy Inc. - Common Stock,S,N,N,100.0
FNSR,Finisar Corporation,Finisar Corporation - Common Stock,Q,N,N,100.0
FOLD,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc. - Common Stock",G,N,N,100.0
FOMX,Foamix Pharmaceuticals Ltd.,Foamix Pharmaceuticals Ltd. - Ordinary Shares,G,N,N,100.0
FONE,First Trust NASDAQ CEA Smartphone Index Fund,First Trust NASDAQ CEA Smartphone Index Fund,G,N,N,100.0
FONR,Fonar Corporation,Fonar Corporation - Common Stock,S,N,N,100.0
FORD,"Forward Industries, Inc.","Forward Industries, Inc. - Common Stock",S,N,N,100.0
FORM,"FormFactor, Inc.","FormFactor, Inc. - Common Stock",Q,N,N,100.0
FORR,"Forrester Research, Inc.","Forrester Research, Inc. - Common Stock",Q,N,N,100.0
FORTY,Formula Systems (1985) Ltd.,Formula Systems (1985) Ltd. - ADS represents 1 ordinary shares,Q,N,N,100.0
FOSL,"Fossil Group, Inc.","Fossil Group, Inc. - Common Stock",Q,N,N,100.0
FOX,Twenty,"Twenty-First Century Fox, Inc. - Class B Common Stock",Q,N,N,100.0
FOXA,Twenty,"Twenty-First Century Fox, Inc. - Class A Common Stock",Q,N,N,100.0
FOXF,Fox Factory Holding Corp.,Fox Factory Holding Corp. - Common Stock,Q,N,N,100.0
FPRX,"Five Prime Therapeutics, Inc.","Five Prime Therapeutics, Inc. - Common Stock",Q,N,N,100.0
FPXI,First Trust International IPO ETF,First Trust International IPO ETF,G,N,N,100.0
FRAN,Francesca's Holdings Corporation,Francesca's Holdings Corporation - Common Stock,Q,N,N,100.0
FRBA,First Bank,First Bank - Common Stock,G,N,N,100.0
FRBK,"Republic First Bancorp, Inc.","Republic First Bancorp, Inc. - Common Stock",G,N,N,100.0
FRED,"Fred's, Inc.","Fred's, Inc. - Common Stock",Q,N,N,100.0
FREE,FreeSeas Inc.,FreeSeas Inc. - Common Stock,S,N,D,100.0
FRGI,"Fiesta Restaurant Group, Inc.","Fiesta Restaurant Group, Inc. - Common Stock",Q,N,N,100.0
FRME,First Merchants Corporation,First Merchants Corporation - Common Stock,Q,N,N,100.0
FRP,"FairPoint Communications, Inc.","FairPoint Communications, Inc. - Common Stock",S,N,N,100.0
FRPH,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock",Q,N,N,100.0
FRPHV,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock Ex-Distribution When Issued",Q,N,N,100.0
FRPT,"Freshpet, Inc.","Freshpet, Inc. - Common Stock",G,N,N,100.0
FRSH,"Papa Murphy's Holdings, Inc.","Papa Murphy's Holdings, Inc. - Common Stock",Q,N,N,100.0
FSAM,Fifth Street Asset Management Inc.,Fifth Street Asset Management Inc. - Class A Common Stock,Q,N,N,100.0
FSBK,First South Bancorp Inc,First South Bancorp Inc - Common Stock,Q,N,N,100.0
FSBW,"FS Bancorp, Inc.","FS Bancorp, Inc. - Common Stock",S,N,N,100.0
FSC,Fifth Street Finance Corp.,Fifth Street Finance Corp. - Common Stock,Q,N,N,100.0
FSCFL,Fifth Street Finance Corp.,Fifth Street Finance Corp. - 6.125% senior notes due 2028,Q,N,N,100.0
FSFG,"First Savings Financial Group, Inc.","First Savings Financial Group, Inc. - Common Stock",S,N,N,100.0
FSFR,Fifth Street Senior Floating Rate Corp.,Fifth Street Senior Floating Rate Corp. - Common Stock,Q,N,N,100.0
FSGI,"First Security Group, Inc.","First Security Group, Inc. - Common Stock",S,N,N,100.0
FSLR,"First Solar, Inc.","First Solar, Inc. - Common Stock",Q,N,N,100.0
FSNN,"Fusion Telecommunications International, Inc.","Fusion Telecommunications International, Inc. - Common Stock",S,N,N,100.0
FSRV,FirstService Corporation,FirstService Corporation - Subordinate Voting Shares,Q,N,N,100.0
FSTR,L.B. Foster Company,L.B. Foster Company - Common Stock,Q,N,N,100.0
FSYS,"Fuel Systems Solutions, Inc.","Fuel Systems Solutions, Inc. - Common Stock",Q,N,N,100.0
FTCS,First Trust Capital Strength ETF,First Trust Capital Strength ETF,G,N,N,100.0
FTD,"FTD Companies, Inc.","FTD Companies, Inc. - Common Stock",Q,N,N,100.0
FTEK,"Fuel Tech, Inc.","Fuel Tech, Inc. - Common Stock",Q,N,N,100.0
FTGC,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund,G,N,N,100.0
FTHI,First Trust High Income ETF,First Trust High Income ETF,G,N,N,100.0
FTLB,First Trust Low Beta Income ETF,First Trust Low Beta Income ETF,G,N,N,100.0
FTNT,"Fortinet, Inc.","Fortinet, Inc. - Common Stock",Q,N,N,100.0
FTR,Frontier Communications Corporation,Frontier Communications Corporation - Common Stock,Q,N,N,100.0
FTSL,First Trust Senior Loan Fund ETF,First Trust Senior Loan Fund ETF,G,N,N,100.0
FTSM,First Trust Enhanced Short Maturity ETF,First Trust Enhanced Short Maturity ETF,G,N,N,100.0
FUEL,Rocket Fuel Inc.,Rocket Fuel Inc. - Common Stock,Q,N,N,100.0
FULL,Full Circle Capital Corporation,Full Circle Capital Corporation - Common Stock,G,N,N,100.0
FULLL,Full Circle Capital Corporation,Full Circle Capital Corporation - 8.25% Notes due 2020,G,N,N,100.0
FULT,Fulton Financial Corporation,Fulton Financial Corporation - Common Stock,Q,N,N,100.0
FUNC,First United Corporation,First United Corporation - Common Stock,Q,N,N,100.0
FUND,"Royce Focus Trust, Inc.","Royce Focus Trust, Inc. - Closed End Fund",Q,N,N,100.0
FV,First Trust Dorsey Wright Focus 5 ETF,First Trust Dorsey Wright Focus 5 ETF,G,N,N,100.0
FWM,Fairway Group Holdings Corp.,Fairway Group Holdings Corp. - Class A Common Stock,G,N,N,100.0
FWP,Forward Pharma A/S,Forward Pharma A/S - American Depositary Shares,Q,N,N,100.0
FWRD,Forward Air Corporation,Forward Air Corporation - Common Stock,Q,N,N,100.0
FXCB,"Fox Chase Bancorp, Inc.","Fox Chase Bancorp, Inc. - Common Stock",Q,N,N,100.0
FXEN,"FX Energy, Inc.","FX Energy, Inc. - Common Stock",Q,N,N,100.0
FXENP,"FX Energy, Inc.","FX Energy, Inc. - Series B Cumulative Convertible Preferred Stock",Q,N,N,100.0
GABC,"German American Bancorp, Inc.","German American Bancorp, Inc. - Common Stock",Q,N,N,100.0
GAI,Global,Global-Tech Advanced Innovations Inc. - Common Stock,G,N,N,100.0
GAIA,"Gaiam, Inc.","Gaiam, Inc. - Class A Common Stock",G,N,N,100.0
GAIN,Gladstone Investment Corporation,Gladstone Investment Corporation - Business Development Company,Q,N,N,100.0
GAINO,Gladstone Investment Corporation,Gladstone Investment Corporation - 6.75% Series B Cumulative Term Preferred Stock,Q,N,N,100.0
GAINP,Gladstone Investment Corporation,Gladstone Investment Corporation - 7.125% Series A Term Preferred Stock,Q,N,N,100.0
GALE,"Galena Biopharma, Inc.","Galena Biopharma, Inc. - Common Stock",S,N,N,100.0
GALT,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Common Stock,S,N,N,100.0
GALTU,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Units,S,N,N,100.0
GALTW,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Warrants,S,N,N,100.0
GAME,Shanda Games Limited,Shanda Games Limited - American Depositary Shares representing 2 Class A Ordinary Shares,Q,N,N,100.0
GARS,Garrison Capital Inc.,Garrison Capital Inc. - Common Stock,Q,N,N,100.0
GASS,"StealthGas, Inc.","StealthGas, Inc. - common stock",Q,N,N,100.0
GBCI,"Glacier Bancorp, Inc.","Glacier Bancorp, Inc. - Common Stock",Q,N,N,100.0
GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc. - Common Stock",Q,N,N,100.0
GBIM,"GlobeImmune, Inc.","GlobeImmune, Inc. - Common Stock",S,N,N,100.0
GBLI,Global Indemnity plc,Global Indemnity plc - Class A Common Shares,Q,N,N,100.0
GBNK,Guaranty Bancorp,Guaranty Bancorp - Common Stock,Q,N,N,100.0
GBSN,"Great Basin Scientific, Inc.","Great Basin Scientific, Inc. - Common Stock",S,N,N,100.0
GCBC,"Greene County Bancorp, Inc.","Greene County Bancorp, Inc. - Common Stock",S,N,N,100.0
GCVRZ,Sanofi,Sanofi - Contingent Value Right (Expiring 12/31/2020),G,N,N,100.0
GDEF,"Global Defense & National Security Systems, Inc.","Global Defense & National Security Systems, Inc. - Common Stock",S,N,D,100.0
GENC,Gencor Industries Inc.,Gencor Industries Inc. - Common Stock,G,N,N,100.0
GENE,Genetic Technologies Ltd,Genetic Technologies Ltd - American Depositary Shares representing 30 ordinary shares,S,N,D,100.0
GEOS,Geospace Technologies Corporation,Geospace Technologies Corporation - Common Stock,Q,N,N,100.0
GERN,Geron Corporation,Geron Corporation - Common Stock,Q,N,N,100.0
GEVA,Synageva BioPharma Corp.,Synageva BioPharma Corp. - Common Stock,Q,N,N,100.0
GEVO,"Gevo, Inc.","Gevo, Inc. - Common Stock",S,N,D,100.0
GFED,"Guaranty Federal Bancshares, Inc.","Guaranty Federal Bancshares, Inc. - Common Stock",G,N,N,100.0
GFN,General Finance Corporation,General Finance Corporation - Common Stock,G,N,N,100.0
GFNCP,General Finance Corporation,General Finance Corporation - Cumulative Redeemable Perpetual Preferred Series C,G,N,N,100.0
GFNSL,General Finance Corporation,General Finance Corporation - Senior Notes due 2021,G,N,N,100.0
GGAC,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Ordinary Shares,S,N,N,100.0
GGACR,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Rights expiring 6/25/2016,S,N,N,100.0
GGACU,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Units,S,N,N,100.0
GGACW,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Warrant expiring 6/24/2019,S,N,N,100.0
GGAL,Grupo Financiero Galicia S.A.,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",S,N,N,100.0
GHDX,"Genomic Health, Inc.","Genomic Health, Inc. - Common Stock",Q,N,N,100.0
GIFI,"Gulf Island Fabrication, Inc.","Gulf Island Fabrication, Inc. - Common Stock",Q,N,N,100.0
GIGA,Giga,Giga-tronics Incorporated - Common Stock,S,N,D,100.0
GIGM,GigaMedia Limited,GigaMedia Limited - Ordinary Shares,Q,N,N,100.0
GIII,G,"G-III Apparel Group, LTD. - Common Stock",Q,N,N,100.0
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc. - Common Stock",Q,N,N,100.0
GILT,Gilat Satellite Networks Ltd.,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,N,N,100.0
GK,"G&K Services, Inc.","G&K Services, Inc. - Class A Common Stock",Q,N,N,100.0
GKNT,"Geeknet, Inc.","Geeknet, Inc. - Common Stock",G,N,N,100.0
GLAD,Gladstone Capital Corporation,Gladstone Capital Corporation - Business Development Company,Q,N,N,100.0
GLADO,Gladstone Capital Corporation,"Gladstone Capital Corporation - Term Preferred Shares, 6.75% Series 2021",Q,N,N,100.0
GLBS,Globus Maritime Limited,Globus Maritime Limited - Common Stock,G,N,N,100.0
GLBZ,Glen Burnie Bancorp,Glen Burnie Bancorp - Common Stock,S,N,N,100.0
GLDC,"Golden Enterprises, Inc.","Golden Enterprises, Inc. - Common Stock",G,N,N,100.0
GLDD,Great Lakes Dredge & Dock Corporation,Great Lakes Dredge & Dock Corporation - Common Stock,Q,N,N,100.0
GLDI,Credit Suisse AG,Credit Suisse AG - Credit Suisse Gold Shares Covered Call Exchange Traded Notes,G,N,N,100.0
GLMD,Galmed Pharmaceuticals Ltd.,Galmed Pharmaceuticals Ltd. - Ordinary Shares,S,N,N,100.0
GLNG,Golar LNG Limited,Golar LNG Limited - Common Shares,Q,N,N,100.0
GLPI,"Gaming and Leisure Properties, Inc.","Gaming and Leisure Properties, Inc. - Common Stock",Q,N,N,100.0
GLRE,"Greenlight Reinsurance, Ltd.","Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",Q,N,N,100.0
GLRI,Glori Energy Inc,Glori Energy Inc - Common Stock,S,N,N,100.0
GLUU,Glu Mobile Inc.,Glu Mobile Inc. - Common Stock,Q,N,N,100.0
GLYC,"GlycoMimetics, Inc.","GlycoMimetics, Inc. - Common Stock",G,N,N,100.0
GMAN,"Gordmans Stores, Inc.","Gordmans Stores, Inc. - Common Stock",Q,N,N,100.0
GMCR,"Keurig Green Mountain, Inc.","Keurig Green Mountain, Inc. - Common Stock",Q,N,N,100.0
GMLP,Golar LNG Partners LP,Golar LNG Partners LP - Common Units Representing Limited Partnership,Q,N,N,100.0
GNBC,"Green Bancorp, Inc.","Green Bancorp, Inc. - Common Stock",Q,N,N,100.0
GNCA,"Genocea Biosciences, Inc.","Genocea Biosciences, Inc. - Common Stock",G,N,N,100.0
GNCMA,"General Communication, Inc.","General Communication, Inc. - Class A Common Stock",Q,N,N,100.0
GNMA,iShares Core GNMA Bond ETF,iShares Core GNMA Bond ETF,G,N,N,100.0
GNMK,"GenMark Diagnostics, Inc.","GenMark Diagnostics, Inc. - Common Stock",G,N,N,100.0
GNTX,Gentex Corporation,Gentex Corporation - Common Stock,Q,N,N,100.0
GNVC,"GenVec, Inc.","GenVec, Inc. - Common Stock",S,N,N,100.0
GOGO,Gogo Inc.,Gogo Inc. - Common Stock,Q,N,N,100.0
GOLD,Randgold Resources Limited,Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share,Q,N,N,100.0
GOMO,Sungy Mobile Limited,Sungy Mobile Limited - American Depositary Shares,G,N,N,100.0
GOOD,Gladstone Commercial Corporation,Gladstone Commercial Corporation - Real Estate Investment Trust,Q,N,N,100.0
GOODN,Gladstone Commercial Corporation,Gladstone Commercial Corporation - 7.125% Series C Cumulative Term Preferred Stock,Q,N,N,100.0
GOODO,Gladstone Commercial Corporation,Gladstone Commercial Corporation - 7.50% Series B Cumulative Redeemable Preferred Stock,Q,N,N,100.0
GOODP,Gladstone Commercial Corporation,Gladstone Commercial Corporation - 7.75% Series A Cumulative Redeemable Preferred Stock,Q,N,N,100.0
GOOG,Google Inc.,Google Inc. - Class C Capital Stock,Q,N,N,100.0
GOOGL,Google Inc.,Google Inc. - Class A Common Stock,Q,N,N,100.0
GPIC,Gaming Partners International Corporation,Gaming Partners International Corporation - Common Stock,G,N,N,100.0
GPOR,Gulfport Energy Corporation,Gulfport Energy Corporation - Common Stock,Q,N,N,100.0
GPRE,"Green Plains, Inc.","Green Plains, Inc. - Common Stock",Q,N,N,100.0
GPRO,"GoPro, Inc.","GoPro, Inc. - Class A Common Stock",Q,N,N,100.0
GRBK,"Green Brick Partners, Inc.","Green Brick Partners, Inc. - Common Stock",S,N,N,100.0
GRFS,"Grifols, S.A.","Grifols, S.A. - American Depositary Shares",Q,N,N,100.0
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,G,N,N,100.0
GRIF,"Griffin Land & Nurseries, Inc.","Griffin Land & Nurseries, Inc. - Common Stock",G,N,N,100.0
GRMN,Garmin Ltd.,Garmin Ltd. - Common Stock,Q,N,N,100.0
GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc. - Class A Common Stock",S,N,N,100.0
GRPN,"Groupon, Inc.","Groupon, Inc. - Class A Common Stock",Q,N,N,100.0
GRVY,"GRAVITY Co., Ltd.","GRAVITY Co., Ltd. - American depositary shares, each representing one-fourth of a share of common stock",S,N,D,100.0
GSBC,"Great Southern Bancorp, Inc.","Great Southern Bancorp, Inc. - Common Stock",Q,N,N,100.0
GSIG,"GSI Group, Inc.","GSI Group, Inc. - Common Stock",Q,N,N,100.0
GSIT,"GSI Technology, Inc.","GSI Technology, Inc. - Common Stock",Q,N,N,100.0
GSM,Globe Specialty Metals Inc.,Globe Specialty Metals Inc. - Common Stock,Q,N,N,100.0
GSOL,Global Sources Ltd.,Global Sources Ltd. - Common Stock,Q,N,N,100.0
GSVC,GSV Capital Corp,GSV Capital Corp - Common Stock,S,N,N,100.0
GT,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company - Common Stock,Q,N,N,100.0
GTIM,Good Times Restaurants Inc.,Good Times Restaurants Inc. - Common Stock,S,N,N,100.0
GTIV,"Gentiva Health Services, Inc.","Gentiva Health Services, Inc. - Common Stock",Q,N,N,100.0
GTLS,"Chart Industries, Inc.","Chart Industries, Inc. - Common Stock",Q,N,N,100.0
GTWN,"Georgetown Bancorp, Inc.","Georgetown Bancorp, Inc. - Common Stock",S,N,N,100.0
GTXI,"GTx, Inc.","GTx, Inc. - Common Stock",G,N,D,100.0
GUID,"Guidance Software, Inc.","Guidance Software, Inc. - Common Stock",G,N,N,100.0
GULF,WisdomTree Middle East Dividend Fund,WisdomTree Middle East Dividend Fund,G,N,N,100.0
GULTU,Gulf Coast Ultra Deep Royalty Trust,Gulf Coast Ultra Deep Royalty Trust - Royalty Trust Unit,S,N,N,100.0
GURE,"Gulf Resources, Inc.","Gulf Resources, Inc. - Common Stock",Q,N,N,100.0
GWGH,"GWG Holdings, Inc","GWG Holdings, Inc - Common Stock",S,N,N,100.0
GWPH,GW Pharmaceuticals Plc,GW Pharmaceuticals Plc - American Depositary Shares,G,N,N,100.0
GYRO,"Gyrodyne Company of America, Inc.","Gyrodyne Company of America, Inc. - Common Stock",S,N,N,100.0
HA,"Hawaiian Holdings, Inc.","Hawaiian Holdings, Inc. - Common Stock",Q,N,N,100.0
HABT,"The Habit Restaurants, Inc.","The Habit Restaurants, Inc. - Class A Common Stock",G,N,N,100.0
HAFC,Hanmi Financial Corporation,Hanmi Financial Corporation - Common Stock,Q,N,N,100.0
